temp,humidity,wind_speed,pressure,aqi,country,city1,city2,date
13,87,5.8,1031,17,France,Auvergne-Rhône-Alpes,Vienne,2020-05-23T15:00:00.000Z
10,93,8.7,1030,5,France,Auvergne-Rhône-Alpes,Vieille-Brioude,2020-05-23T15:00:00.000Z
12,82,18.0,1032,9,France,Auvergne-Rhône-Alpes,Vic-le-Comte,2020-05-23T15:00:00.000Z
10,100,23.8,1031,5,France,Auvergne-Rhône-Alpes,Vic-sur-Cere,2020-05-23T15:00:00.000Z
13,93,8.7,1030,13,France,Auvergne-Rhône-Alpes,Veyrier-du-Lac,2020-05-23T15:00:00.000Z
12,82,20.9,1031,17,France,Auvergne-Rhône-Alpes,Veyre-Monton,2020-05-23T15:00:00.000Z
14,74,28.5,1025,5,France,Auvergne-Rhône-Alpes,Veyras,2020-05-23T15:00:00.000Z
11,87,15.1,1031,9,France,Auvergne-Rhône-Alpes,Veurey-Voroize,2020-05-23T15:00:00.000Z
14,87,23.8,1029,9,France,Auvergne-Rhône-Alpes,Vetraz-Monthoux,2020-05-23T15:00:00.000Z
12,82,20.9,1031,17,France,Auvergne-Rhône-Alpes,Vertaizon,2020-05-23T15:00:00.000Z
14,75,33.6,1025,9,France,Auvergne-Rhône-Alpes,Vesseaux,2020-05-23T15:00:00.000Z
13,93,8.7,1030,13,France,Auvergne-Rhône-Alpes,Versonnex,2020-05-23T15:00:00.000Z
14,93,29.6,1029,9,France,Auvergne-Rhône-Alpes,Vernoux-en-Vivarais,2020-05-23T15:00:00.000Z
12,93,29.6,1029,13,France,Auvergne-Rhône-Alpes,Vernosc-les-Annonay,2020-05-23T15:00:00.000Z
13,87,5.8,1031,13,France,Auvergne-Rhône-Alpes,Vernioz,2020-05-23T15:00:00.000Z
13,76,12.2,1031,17,France,Auvergne-Rhône-Alpes,Vernaison,2020-05-23T15:00:00.000Z
13,76,12.2,1031,21,France,Auvergne-Rhône-Alpes,Venissieux,2020-05-23T15:00:00.000Z
14,82,20.9,1031,17,France,Auvergne-Rhône-Alpes,Vendat,2020-05-23T15:00:00.000Z
11,87,5.8,1031,13,France,Auvergne-Rhône-Alpes,Veauche,2020-05-23T15:00:00.000Z
13,82,33.0,1029,9,France,Auvergne-Rhône-Alpes,Veigy-Foncenex,2020-05-23T15:00:00.000Z
13,93,12.2,1031,9,France,Auvergne-Rhône-Alpes,Vaux-en-Bugey,2020-05-23T15:00:00.000Z
11,93,8.7,1030,5,France,Auvergne-Rhône-Alpes,Vergongheon,2020-05-23T15:00:00.000Z
12,93,12.2,1031,17,France,Auvergne-Rhône-Alpes,Vaulx-Milieu,2020-05-23T15:00:00.000Z
11,95,10.9,1028,9,France,Auvergne-Rhône-Alpes,Vaulnaveys-le-Haut,2020-05-23T15:00:00.000Z
11,95,7.7,1027,9,France,Auvergne-Rhône-Alpes,Vaulnaveys-le-Bas,2020-05-23T15:00:00.000Z
12,76,12.2,1031,17,France,Auvergne-Rhône-Alpes,Vaugneray,2020-05-23T15:00:00.000Z
11,87,8.7,1030,5,France,Auvergne-Rhône-Alpes,Vals-pres-le-Puy,2020-05-23T15:00:00.000Z
14,74,15.4,1025,5,France,Auvergne-Rhône-Alpes,Vals-les-Bains,2020-05-23T15:00:00.000Z
13,67,18.0,1032,17,France,Auvergne-Rhône-Alpes,Varennes-sur-Allier,2020-05-23T15:00:00.000Z
15,74,16.7,1033,17,France,Auvergne-Rhône-Alpes,Vallon-en-Sully,2020-05-23T15:00:00.000Z
13,93,8.7,1030,13,France,Auvergne-Rhône-Alpes,Vallieres,2020-05-23T15:00:00.000Z
9,95,5.1,1025,9,France,Auvergne-Rhône-Alpes,Valloire,2020-05-23T15:00:00.000Z
18,72,62.6,1026,9,France,Auvergne-Rhône-Alpes,Vallon-Pont-d'Arc,2020-05-23T15:00:00.000Z
12,93,8.7,1031,17,France,Auvergne-Rhône-Alpes,Valencin,2020-05-23T15:00:00.000Z
14,82,33.0,1029,9,France,Auvergne-Rhône-Alpes,Valleiry,2020-05-23T15:00:00.000Z
14,72,26.7,1025,17,France,Auvergne-Rhône-Alpes,Val-d'Isere,2020-05-23T15:00:00.000Z
9,95,5.1,1025,17,France,Auvergne-Rhône-Alpes,Val Thorens,2020-05-23T15:00:00.000Z
10,93,12.2,1031,9,France,Auvergne-Rhône-Alpes,Usson-en-Forez,2020-05-23T15:00:00.000Z
11,87,5.8,1031,9,France,Auvergne-Rhône-Alpes,Unieux,2020-05-23T15:00:00.000Z
13,93,8.7,1030,13,France,Auvergne-Rhône-Alpes,Ugine,2020-05-23T15:00:00.000Z
11,87,15.1,1031,9,France,Auvergne-Rhône-Alpes,Tullins,2020-05-23T15:00:00.000Z
14,93,29.6,1029,13,France,Auvergne-Rhône-Alpes,Upie,2020-05-23T15:00:00.000Z
16,72,62.6,1026,17,France,Auvergne-Rhône-Alpes,Tulette,2020-05-23T15:00:00.000Z
13,87,12.2,1030,13,France,Auvergne-Rhône-Alpes,Tresserve,2020-05-23T15:00:00.000Z
16,59,15.1,1031,13,France,Auvergne-Rhône-Alpes,Trevol,2020-05-23T15:00:00.000Z
12,93,12.2,1031,9,France,Auvergne-Rhône-Alpes,Trept,2020-05-23T15:00:00.000Z
13,91,2.6,1029,17,France,Auvergne-Rhône-Alpes,Trevoux,2020-05-23T15:00:00.000Z
12,94,15.4,1030,9,France,Auvergne-Rhône-Alpes,Treffort-Cuisiat,2020-05-23T15:00:00.000Z
13,87,5.8,1031,17,France,Auvergne-Rhône-Alpes,Tramoyes,2020-05-23T15:00:00.000Z
15,93,33.0,1029,9,France,Auvergne-Rhône-Alpes,Tournon-sur-Rhone,2020-05-23T15:00:00.000Z
13,87,5.8,1031,17,France,Auvergne-Rhône-Alpes,Toussieu,2020-05-23T15:00:00.000Z
14,93,29.6,1029,9,France,Auvergne-Rhône-Alpes,Toulaud,2020-05-23T15:00:00.000Z
13,93,8.7,1031,17,France,Auvergne-Rhône-Alpes,Tignieu-Jameyzieu,2020-05-23T15:00:00.000Z
11,95,10.3,1030,9,France,Auvergne-Rhône-Alpes,Tossiat,2020-05-23T15:00:00.000Z
14,64,18.0,1023,17,France,Auvergne-Rhône-Alpes,Tignes,2020-05-23T15:00:00.000Z
15,67,12.2,1031,13,France,Auvergne-Rhône-Alpes,Toulon-sur-Allier,2020-05-23T15:00:00.000Z
14,93,8.7,1030,13,France,Auvergne-Rhône-Alpes,Thyez,2020-05-23T15:00:00.000Z
12,87,5.8,1031,17,France,Auvergne-Rhône-Alpes,Thurins,2020-05-23T15:00:00.000Z
13,93,8.7,1030,5,France,Auvergne-Rhône-Alpes,Thueyts,2020-05-23T15:00:00.000Z
14,93,8.7,1030,13,France,Auvergne-Rhône-Alpes,Thorens-Glieres,2020-05-23T15:00:00.000Z
13,87,12.2,1030,9,France,Auvergne-Rhône-Alpes,Thuellin,2020-05-23T15:00:00.000Z
13,82,33.0,1029,9,France,Auvergne-Rhône-Alpes,Thonon-les-Bains,2020-05-23T15:00:00.000Z
12,93,8.7,1030,13,France,Auvergne-Rhône-Alpes,Thones,2020-05-23T15:00:00.000Z
14,87,23.8,1029,9,France,Auvergne-Rhône-Alpes,Thoiry,2020-05-23T15:00:00.000Z
13,84,10.1,1029,17,France,Auvergne-Rhône-Alpes,Thizy-les-Bourgs,2020-05-23T15:00:00.000Z
13,93,12.2,1031,21,France,Auvergne-Rhône-Alpes,Thil,2020-05-23T15:00:00.000Z
12,82,18.0,1032,17,France,Auvergne-Rhône-Alpes,Thiers,2020-05-23T15:00:00.000Z
12,93,5.1,1031,17,France,Auvergne-Rhône-Alpes,Thoissey,2020-05-23T15:00:00.000Z
12,90,18.2,1029,17,France,Auvergne-Rhône-Alpes,Theize,2020-05-23T15:00:00.000Z
11,87,12.2,1030,17,France,Auvergne-Rhône-Alpes,Tencin,2020-05-23T15:00:00.000Z
10,78,20.8,1028,21,France,Auvergne-Rhône-Alpes,Theys,2020-05-23T15:00:00.000Z
13,93,12.2,1031,9,France,Auvergne-Rhône-Alpes,Tenay,2020-05-23T15:00:00.000Z
12,93,8.7,1030,9,France,Auvergne-Rhône-Alpes,Tence,2020-05-23T15:00:00.000Z
14,72,62.6,1026,17,France,Auvergne-Rhône-Alpes,Taulignan,2020-05-23T15:00:00.000Z
14,87,23.8,1029,13,France,Auvergne-Rhône-Alpes,Taninges,2020-05-23T15:00:00.000Z
13,92,10.6,1030,17,France,Auvergne-Rhône-Alpes,Tarare,2020-05-23T15:00:00.000Z
13,87,5.8,1031,17,France,Auvergne-Rhône-Alpes,Tassin-la-Demi-Lune,2020-05-23T15:00:00.000Z
13,93,8.7,1030,13,France,Auvergne-Rhône-Alpes,Talloires,2020-05-23T15:00:00.000Z
11,82,20.9,1031,17,France,Auvergne-Rhône-Alpes,Tallende,2020-05-23T15:00:00.000Z
15,93,33.0,1029,9,France,Auvergne-Rhône-Alpes,Tain-l'Hermitage,2020-05-23T15:00:00.000Z
17,77,59.7,1027,17,France,Auvergne-Rhône-Alpes,Suze-la-Rousse,2020-05-23T15:00:00.000Z
12,87,5.8,1031,17,France,Auvergne-Rhône-Alpes,Taluyers,2020-05-23T15:00:00.000Z
14,93,29.6,1029,9,France,Auvergne-Rhône-Alpes,Soyons,2020-05-23T15:00:00.000Z
15,81,7.1,1033,13,France,Auvergne-Rhône-Alpes,Souvigny,2020-05-23T15:00:00.000Z
12,91,7.6,1030,17,France,Auvergne-Rhône-Alpes,Sourcieux-les-Mines,2020-05-23T15:00:00.000Z
11,87,5.8,1031,13,France,Auvergne-Rhône-Alpes,Sury-le-Comtal,2020-05-23T15:00:00.000Z
11,87,5.8,1031,13,France,Auvergne-Rhône-Alpes,Sorbiers,2020-05-23T15:00:00.000Z
13,87,12.2,1030,17,France,Auvergne-Rhône-Alpes,Sonnaz,2020-05-23T15:00:00.000Z
12,76,12.2,1031,17,France,Auvergne-Rhône-Alpes,Soucieu-en-Jarrest,2020-05-23T15:00:00.000Z
12,87,2.9,1031,13,France,Auvergne-Rhône-Alpes,Sonnay,2020-05-23T15:00:00.000Z
11,81,8.7,1030,5,France,Auvergne-Rhône-Alpes,Solignac-sur-Loire,2020-05-23T15:00:00.000Z
13,76,12.2,1031,17,France,Auvergne-Rhône-Alpes,Solaize,2020-05-23T15:00:00.000Z
13,87,5.8,1031,17,France,Auvergne-Rhône-Alpes,Simandres,2020-05-23T15:00:00.000Z
13,93,8.7,1030,13,France,Auvergne-Rhône-Alpes,Sillingy,2020-05-23T15:00:00.000Z
11,87,2.9,1031,9,France,Auvergne-Rhône-Alpes,Sillans,2020-05-23T15:00:00.000Z
11,87,15.1,1031,9,France,Auvergne-Rhône-Alpes,Seyssins,2020-05-23T15:00:00.000Z
11,87,15.1,1031,9,France,Auvergne-Rhône-Alpes,Seyssinet-Pariset,2020-05-23T15:00:00.000Z
13,93,8.7,1030,13,France,Auvergne-Rhône-Alpes,Sevrier,2020-05-23T15:00:00.000Z
13,93,8.7,1030,13,France,Auvergne-Rhône-Alpes,Seynod,2020-05-23T15:00:00.000Z
13,87,5.8,1031,17,France,Auvergne-Rhône-Alpes,Seyssuel,2020-05-23T15:00:00.000Z
12,94,15.4,1030,9,France,Auvergne-Rhône-Alpes,Servas,2020-05-23T15:00:00.000Z
14,93,12.2,1031,9,France,Auvergne-Rhône-Alpes,Serrieres-de-Briord,2020-05-23T15:00:00.000Z
12,93,8.7,1031,9,France,Auvergne-Rhône-Alpes,Sermerieu,2020-05-23T15:00:00.000Z
13,87,5.8,1031,17,France,Auvergne-Rhône-Alpes,Serpaize,2020-05-23T15:00:00.000Z
13,82,33.0,1029,9,France,Auvergne-Rhône-Alpes,Sergy,2020-05-23T15:00:00.000Z
13,87,5.8,1031,17,France,Auvergne-Rhône-Alpes,Serezin-du-Rhone,2020-05-23T15:00:00.000Z
13,87,5.8,1031,17,France,Auvergne-Rhône-Alpes,Septeme,2020-05-23T15:00:00.000Z
13,82,33.0,1029,9,France,Auvergne-Rhône-Alpes,Segny,2020-05-23T15:00:00.000Z
11,87,5.8,1031,13,France,Auvergne-Rhône-Alpes,Serrieres,2020-05-23T15:00:00.000Z
14,93,8.7,1030,13,France,Auvergne-Rhône-Alpes,Scionzier,2020-05-23T15:00:00.000Z
13,82,33.0,1029,9,France,Auvergne-Rhône-Alpes,Sciez,2020-05-23T15:00:00.000Z
14,64,18.0,1023,17,France,Auvergne-Rhône-Alpes,Seez,2020-05-23T15:00:00.000Z
14,87,10.3,1026,9,France,Auvergne-Rhône-Alpes,Savasse,2020-05-23T15:00:00.000Z
10,93,12.2,1031,13,France,Auvergne-Rhône-Alpes,Savigneux,2020-05-23T15:00:00.000Z
12,82,20.9,1031,17,France,Auvergne-Rhône-Alpes,Sayat,2020-05-23T15:00:00.000Z
11,92,9.8,1030,17,France,Auvergne-Rhône-Alpes,Savigny,2020-05-23T15:00:00.000Z
14,87,10.3,1026,9,France,Auvergne-Rhône-Alpes,Sauzet,2020-05-23T15:00:00.000Z
12,82,20.9,1031,9,France,Auvergne-Rhône-Alpes,Sauxillanges,2020-05-23T15:00:00.000Z
13,87,23.8,1029,9,France,Auvergne-Rhône-Alpes,Sauverny,2020-05-23T15:00:00.000Z
13,93,12.2,1031,9,France,Auvergne-Rhône-Alpes,Sault-Brenaz,2020-05-23T15:00:00.000Z
11,87,8.7,1030,5,France,Auvergne-Rhône-Alpes,Saugues,2020-05-23T15:00:00.000Z
12,93,8.7,1031,17,France,Auvergne-Rhône-Alpes,Satolas-et-Bonce,2020-05-23T15:00:00.000Z
14,75,34.4,1024,9,France,Auvergne-Rhône-Alpes,Saulce-sur-Rhone,2020-05-23T15:00:00.000Z
13,87,5.8,1031,21,France,Auvergne-Rhône-Alpes,Sathonay-Village,2020-05-23T15:00:00.000Z
14,93,29.6,1029,13,France,Auvergne-Rhône-Alpes,Sarras,2020-05-23T15:00:00.000Z
13,93,29.6,1029,9,France,Auvergne-Rhône-Alpes,Satillieu,2020-05-23T15:00:00.000Z
10,100,23.8,1031,5,France,Auvergne-Rhône-Alpes,Sansac-de-Marmiesse,2020-05-23T15:00:00.000Z
13,76,12.2,1031,21,France,Auvergne-Rhône-Alpes,Sathonay-Camp,2020-05-23T15:00:00.000Z
11,87,15.1,1031,9,France,Auvergne-Rhône-Alpes,Sassenage,2020-05-23T15:00:00.000Z
10,78,20.8,1028,17,France,Auvergne-Rhône-Alpes,Salins-les-Thermes,2020-05-23T15:00:00.000Z
8,82,26.7,1029,13,France,Auvergne-Rhône-Alpes,Samoens,2020-05-23T15:00:00.000Z
13,93,8.7,1030,13,France,Auvergne-Rhône-Alpes,Sales,2020-05-23T15:00:00.000Z
13,87,15.1,1031,13,France,Auvergne-Rhone-Alpes,Salaise-sur-Sanne,2020-05-23T15:00:00.000Z
12,93,12.2,1031,9,France,Auvergne-Rhône-Alpes,Salagnon,2020-05-23T15:00:00.000Z
12,87,12.2,1030,17,France,Auvergne-Rhône-Alpes,Sainte-Helene-sur-Isere,2020-05-23T15:00:00.000Z
11,87,5.8,1031,17,France,Auvergne-Rhône-Alpes,Sainte-Foy-l'Argentiere,2020-05-23T15:00:00.000Z
11,82,20.9,1031,5,France,Auvergne-Rhône-Alpes,Sainte-Florine,2020-05-23T15:00:00.000Z
11,87,5.8,1031,9,France,Auvergne-Rhône-Alpes,Sainte-Sigolene,2020-05-23T15:00:00.000Z
12,85,15.1,1030,17,France,Auvergne-Rhône-Alpes,Sainte-Euphemie,2020-05-23T15:00:00.000Z
13,87,5.8,1031,17,France,Auvergne-Rhône-Alpes,Sainte-Foy-les-Lyon,2020-05-23T15:00:00.000Z
13,82,20.9,1031,17,France,Auvergne-Rhône-Alpes,Saint-Yorre,2020-05-23T15:00:00.000Z
11,93,12.2,1030,17,France,Auvergne-Rhône-Alpes,Saint-Vincent-de-Mercuze,2020-05-23T15:00:00.000Z
13,87,5.8,1031,17,France,Auvergne-Rhône-Alpes,Sainte-Colombe,2020-05-23T15:00:00.000Z
13,87,5.8,1031,17,France,Auvergne-Rhône-Alpes,Sainte-Consorce,2020-05-23T15:00:00.000Z
13,91,7.9,1030,17,France,Auvergne-Rhône-Alpes,Saint-Verand,2020-05-23T15:00:00.000Z
12,87,2.9,1031,9,France,Auvergne-Rhône-Alpes,Saint-Victor-de-Cessieu,2020-05-23T15:00:00.000Z
12,84,14.6,1029,9,France,Auvergne-Rhône-Alpes,Saint-Trivier-sur-Moignans,2020-05-23T15:00:00.000Z
14,93,33.0,1029,13,France,Auvergne-Rhône-Alpes,Saint-Vallier,2020-05-23T15:00:00.000Z
12,93,33.0,1029,13,France,Auvergne-Rhône-Alpes,Saint-Uze,2020-05-23T15:00:00.000Z
15,68,5.1,1032,17,France,Auvergne-Rhône-Alpes,Saint-Victor,2020-05-23T15:00:00.000Z
11,95,10.3,1031,9,France,Auvergne-Rhône-Alpes,Saint-Trivier-de-Courtes,2020-05-23T15:00:00.000Z
11,92,13.7,1030,17,France,Auvergne-Rhône-Alpes,Saint-Symphorien-de-Lay,2020-05-23T15:00:00.000Z
12,87,2.9,1031,13,France,Auvergne-Rhône-Alpes,Saint-Sorlin-en-Valloire,2020-05-23T15:00:00.000Z
13,93,12.2,1031,9,France,Auvergne-Rhône-Alpes,Saint-Sorlin-en-Bugey,2020-05-23T15:00:00.000Z
13,82,20.9,1031,17,France,Auvergne-Rhône-Alpes,Saint-Sylvestre-Pragoulin,2020-05-23T15:00:00.000Z
11,87,5.8,1031,13,France,Auvergne-Rhône-Alpes,Saint-Symphorien-sur-Coise,2020-05-23T15:00:00.000Z
14,75,33.6,1025,5,France,Auvergne-Rhône-Alpes,Saint-Sernin,2020-05-23T15:00:00.000Z
10,100,23.8,1031,5,France,Auvergne-Rhône-Alpes,Saint-Simon,2020-05-23T15:00:00.000Z
12,93,12.2,1031,9,France,Auvergne-Rhône-Alpes,Saint-Savin,2020-05-23T15:00:00.000Z
11,87,2.9,1031,9,France,Auvergne-Rhône-Alpes,Saint-Simeon-de-Bressieux,2020-05-23T15:00:00.000Z
11,87,2.9,1031,9,France,Auvergne-Rhône-Alpes,Saint-Sauveur,2020-05-23T15:00:00.000Z
12,82,18.0,1032,9,France,Auvergne-Rhône-Alpes,Saint-Sauves-d'Auvergne,2020-05-23T15:00:00.000Z
11,82,20.9,1031,9,France,Auvergne-Rhône-Alpes,Saint-Saturnin,2020-05-23T15:00:00.000Z
14,93,29.6,1029,5,France,Auvergne-Rhône-Alpes,Saint-Sauveur-de-Montagut,2020-05-23T15:00:00.000Z
11,93,12.2,1031,9,France,Auvergne-Rhône-Alpes,Saint-Sauveur-en-Rue,2020-05-23T15:00:00.000Z
11,87,2.9,1031,9,France,Auvergne-Rhône-Alpes,Saint-Romans,2020-05-23T15:00:00.000Z
11,87,5.8,1031,13,France,Auvergne-Rhône-Alpes,Saint-Romain-le-Puy,2020-05-23T15:00:00.000Z
12,67,18.0,1032,17,France,Auvergne-Rhône-Alpes,Saint-Romain-la-Motte,2020-05-23T15:00:00.000Z
13,93,12.2,1031,17,France,Auvergne-Rhône-Alpes,Saint-Romain-de-Jalionas,2020-05-23T15:00:00.000Z
13,91,6.8,1030,17,France,Auvergne-Rhône-Alpes,Saint-Romain-de-Popey,2020-05-23T15:00:00.000Z
16,72,62.6,1026,17,France,Auvergne-Rhône-Alpes,Saint-Restitut,2020-05-23T15:00:00.000Z
14,82,20.9,1031,17,France,Auvergne-Rhône-Alpes,Saint-Remy-en-Rollat,2020-05-23T15:00:00.000Z
13,87,5.8,1031,17,France,Auvergne-Rhône-Alpes,Saint-Romain-en-Gal,2020-05-23T15:00:00.000Z
12,82,20.9,1031,17,France,Auvergne-Rhône-Alpes,Saint-Remy-sur-Durolle,2020-05-23T15:00:00.000Z
10,92,21.9,1025,21,France,Auvergne-Rhône-Alpes,Saint-Remy-de-Maurienne,2020-05-23T15:00:00.000Z
13,93,12.2,1031,9,France,Auvergne-Rhône-Alpes,Saint-Rambert-en-Bugey,2020-05-23T15:00:00.000Z
12,93,8.7,1031,17,France,Auvergne-Rhône-Alpes,Saint-Quentin-Fallavier,2020-05-23T15:00:00.000Z
14,75,22.5,1024,5,France,Auvergne-Rhône-Alpes,Saint-Privat,2020-05-23T15:00:00.000Z
11,87,5.8,1031,9,France,Auvergne-Rhône-Alpes,Saint-Priest-en-Jarez,2020-05-23T15:00:00.000Z
13,76,12.2,1031,21,France,Auvergne-Rhône-Alpes,Saint-Priest,2020-05-23T15:00:00.000Z
11,91,7.2,1030,17,France,Auvergne-Rhône-Alpes,Saint-Pierre-la-Palud,2020-05-23T15:00:00.000Z
14,73,10.6,1033,17,France,Auvergne-Rhône-Alpes,Saint-Pourcain-sur-Sioule,2020-05-23T15:00:00.000Z
13,87,5.8,1031,17,France,Auvergne-Rhône-Alpes,Saint-Pierre-de-Chandieu,2020-05-23T15:00:00.000Z
11,87,2.9,1031,9,France,Auvergne-Rhône-Alpes,Saint-Quentin-sur-Isere,2020-05-23T15:00:00.000Z
11,93,12.2,1031,13,France,Auvergne-Rhône-Alpes,Saint-Pierre-de-Boeuf,2020-05-23T15:00:00.000Z
10,93,8.7,1030,5,France,Auvergne-Rhône-Alpes,Saint-Paulien,2020-05-23T15:00:00.000Z
14,93,33.0,1029,9,France,Auvergne-Rhône-Alpes,Saint-Peray,2020-05-23T15:00:00.000Z
10,93,12.2,1031,9,France,Auvergne-Rhône-Alpes,Saint-Paul-en-Cornillon,2020-05-23T15:00:00.000Z
11,87,5.8,1031,13,France,Auvergne-Rhône-Alpes,Saint-Paul-en-Jarez,2020-05-23T15:00:00.000Z
11,100,23.8,1031,5,France,Auvergne-Rhône-Alpes,Saint-Paul-des-Landes,2020-05-23T15:00:00.000Z
12,93,29.6,1029,9,France,Auvergne-Rhône-Alpes,Saint-Paul-les-Romans,2020-05-23T15:00:00.000Z
11,91,11.9,1026,17,France,Auvergne-Rhône-Alpes,Saint-Paul-en-Chablais,2020-05-23T15:00:00.000Z
12,94,15.4,1030,9,France,Auvergne-Rhône-Alpes,Saint-Paul-de-Varax,2020-05-23T15:00:00.000Z
12,82,20.9,1031,17,France,Auvergne-Rhône-Alpes,Saint-Ours,2020-05-23T15:00:00.000Z
10,93,12.2,1031,9,France,Auvergne-Rhône-Alpes,Saint-Pal-de-Mons,2020-05-23T15:00:00.000Z
11,95,15.4,1028,9,France,Auvergne-Rhône-Alpes,Saint-Paul-de-Varces,2020-05-23T15:00:00.000Z
13,67,12.2,1031,17,France,Auvergne-Rhône-Alpes,Saint-Nizier-sous-Charlieu,2020-05-23T15:00:00.000Z
16,77,59.7,1027,17,France,Auvergne-Rhône-Alpes,Saint-Paul-Trois-Chateaux,2020-05-23T15:00:00.000Z
10,95,6.8,1028,9,France,Auvergne-Rhône-Alpes,Saint-Nazaire-les-Eymes,2020-05-23T15:00:00.000Z
10,93,12.2,1031,9,France,Auvergne-Rhône-Alpes,Saint-Maurice-en-Gourgois,2020-05-23T15:00:00.000Z
13,93,12.2,1031,17,France,Auvergne-Rhône-Alpes,Saint-Maurice-de-Gourdans,2020-05-23T15:00:00.000Z
11,93,12.2,1031,13,France,Auvergne-Rhône-Alpes,Saint-Maurice-sur-Dargoire,2020-05-23T15:00:00.000Z
13,76,12.2,1031,21,France,Auvergne-Rhône-Alpes,Saint-Maurice-de-Beynost,2020-05-23T15:00:00.000Z
10,93,12.2,1031,9,France,Auvergne-Rhône-Alpes,Saint-Maurice-de-Lignon,2020-05-23T15:00:00.000Z
11,87,15.1,1031,9,France,Auvergne-Rhône-Alpes,Saint-Martin-le-Vinoux,2020-05-23T15:00:00.000Z
11,93,12.2,1031,13,France,Auvergne-Rhône-Alpes,Saint-Martin-la-Plaine,2020-05-23T15:00:00.000Z
11,93,12.2,1031,13,France,Auvergne-Rhône-Alpes,Saint-Martin-en-Haut,2020-05-23T15:00:00.000Z
11,95,10.3,1030,9,France,Auvergne-Rhône-Alpes,Saint-Martin-du-Mont,2020-05-23T15:00:00.000Z
12,82,33.0,1029,9,France,Auvergne-Rhône-Alpes,Saint-Martin-du-Frene,2020-05-23T15:00:00.000Z
10,92,24.3,1025,17,France,Auvergne-Rhône-Alpes,Saint-Martin-de-Belleville,2020-05-23T15:00:00.000Z
13,93,29.6,1029,5,France,Auvergne-Rhône-Alpes,Saint-Martin-de-Valamas,2020-05-23T15:00:00.000Z
13,93,8.7,1030,13,France,Auvergne-Rhône-Alpes,Saint-Martin-Bellevue,2020-05-23T15:00:00.000Z
10,93,12.2,1031,13,France,Auvergne-Rhône-Alpes,Saint-Marcellin-en-Forez,2020-05-23T15:00:00.000Z
11,87,15.1,1031,9,France,Auvergne-Rhône-Alpes,Saint-Marcellin,2020-05-23T15:00:00.000Z
14,93,33.0,1029,13,France,Auvergne-Rhône-Alpes,Saint-Marcel-les-Valence,2020-05-23T15:00:00.000Z
16,72,62.6,1026,17,France,Auvergne-Rhône-Alpes,Saint-Marcel-d'Ardeche,2020-05-23T15:00:00.000Z
11,93,12.2,1031,13,France,Auvergne-Rhône-Alpes,Saint-Marcel-les-Annonay,2020-05-23T15:00:00.000Z
14,87,10.3,1026,9,France,Auvergne-Rhône-Alpes,Saint-Marcel-les-Sauzet,2020-05-23T15:00:00.000Z
12,67,12.2,1031,17,France,Auvergne-Rhône-Alpes,Saint-Leger-sur-Roanne,2020-05-23T15:00:00.000Z
11,93,5.1,1031,17,France,Auvergne-Rhône-Alpes,Saint-Laurent-sur-Saone,2020-05-23T15:00:00.000Z
12,93,29.6,1029,9,France,Auvergne-Rhône-Alpes,Saint-Laurent-en-Royans,2020-05-23T15:00:00.000Z
12,93,12.2,1030,9,France,Auvergne-Rhône-Alpes,Saint-Laurent-du-Pont,2020-05-23T15:00:00.000Z
14,93,29.6,1029,9,France,Auvergne-Rhône-Alpes,Saint-Laurent-du-Pape,2020-05-23T15:00:00.000Z
11,100,23.8,1031,5,France,Auvergne-Rhône-Alpes,Saint-Mamet-la-Salvetat,2020-05-23T15:00:00.000Z
13,93,8.7,1031,21,France,Auvergne-Rhône-Alpes,Saint-Laurent-de-Mure,2020-05-23T15:00:00.000Z
11,93,12.2,1031,17,France,Auvergne-Rhône-Alpes,Saint-Laurent-de-Chamousset,2020-05-23T15:00:00.000Z
12,93,29.6,1029,9,France,Auvergne-Rhône-Alpes,Saint-Lattier,2020-05-23T15:00:00.000Z
11,91,10.9,1030,17,France,Auvergne-Rhône-Alpes,Saint-Just-la-Pendue,2020-05-23T15:00:00.000Z
12,93,29.6,1029,9,France,Auvergne-Rhône-Alpes,Saint-Just-de-Claix,2020-05-23T15:00:00.000Z
17,72,62.6,1026,17,France,Auvergne-Rhône-Alpes,Saint-Just-d'Ardeche,2020-05-23T15:00:00.000Z
11,87,5.8,1031,13,France,Auvergne-Rhône-Alpes,Saint-Just-Saint-Rambert,2020-05-23T15:00:00.000Z
11,87,5.8,1031,9,France,Auvergne-Rhône-Alpes,Saint-Just-Malmont,2020-05-23T15:00:00.000Z
11,82,18.0,1032,17,France,Auvergne-Rhône-Alpes,Saint-Just-en-Chevalet,2020-05-23T15:00:00.000Z
9,94,22.0,1025,63,France,Auvergne-Rhone-Alpes,Saint-Julien-Mont-Denis,2019-01-04T09:00:00.000Z
14,75,33.6,1025,9,France,Auvergne-Rhône-Alpes,Saint-Julien-en-Saint-Alban,2020-05-23T15:00:00.000Z
11,93,12.2,1031,13,France,Auvergne-Rhône-Alpes,Saint-Julien-Molin-Molette,2020-05-23T15:00:00.000Z
14,82,33.0,1029,9,France,Auvergne-Rhône-Alpes,Saint-Julien-en-Genevois,2020-05-23T15:00:00.000Z
12,87,5.8,1031,17,France,Auvergne-Rhône-Alpes,Saint-Just-Chaleyssin,2020-05-23T15:00:00.000Z
